Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Day of the Week,Outcome Day of the Week
A060799,Cheddar,Cat,Neutered Male,,0.5,Domestic Shorthair,Gray Tabby,981020043088514,09/14/2021,Foster,Over the Counter,Adoption,Walk-In,09/14/2021,Tuesday,Tuesday
A060799,Cheddar,Cat,Neutered Male,,0.5,Domestic Shorthair,Gray Tabby,981020043088514,07/24/2021,Foster,Over the Counter,Foster,Adoption,07/28/2021,Saturday,Wednesday
A060799,Cheddar,Cat,Neutered Male,,0.5,Domestic Shorthair,Gray Tabby,,05/20/2021,Stray,Over the Counter,Foster,Underage or Underweight,05/21/2021,Thursday,Friday
A060801,,Other,Unknown,2,,Raccoon,Black,,05/21/2021,Stray,Animal Control,Euthanized,,05/21/2021,Friday,Friday
A060803,Babylon,Dog,Neutered Male,,10.0,Labrador Retriever,Black,981020039174902,05/21/2021,Stray,Over the Counter,Foster,Adoption,06/01/2021,Friday,Tuesday
A060803,Babylon,Dog,Neutered Male,,10.0,Labrador Retriever,Black,981020039174902,06/08/2021,Foster,Over the Counter,Adoption,Walk-In,06/08/2021,Tuesday,Tuesday
A060804,,Cat,Neutered Male,1,,Domestic Shorthair,Gray Tabby,981020039191608,05/21/2021,Stray,Over the Counter,Adoption,Walk-In,06/02/2021,Friday,Wednesday
A060806,Silk,Dog,Neutered Male,11,,Cairn Terrier,Black,,05/21/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,05/21/2021,Friday,Friday
A060809,Loco,Cat,Neutered Male,1,,Domestic Shorthair,Orange,981020023620517,05/21/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/26/2021,Friday,Wednesday
A060815,Allie,Cat,Spayed Female,1,,Domestic Medium Hair,Black,,05/21/2021,Stray,Over the Counter,Foster,Behavior Manageable,06/01/2021,Friday,Tuesday
A060815,Allie,Cat,Spayed Female,1,,Domestic Medium Hair,Black,,06/03/2021,Foster,Over the Counter,Transfer,,06/03/2021,Thursday,Thursday
A060817,Orby,Dog,Neutered Male,10,,Beagle,White,982126055850987,05/21/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,05/21/2021,Friday,Friday
A060817,Orby,Dog,Neutered Male,10,,Beagle,White,982126055850987,04/28/2022,Stray,Animal Control,Return to Owner,Outside of Shelter,04/28/2022,Thursday,Thursday
A060820,,Cat,Unknown,2,,Domestic Shorthair,Gray Tabby,,05/22/2021,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,05/22/2021,Saturday,Saturday
A060821,Queen Diamond,Dog,Female,,1.85,Pit Bull,Fawn,981020039178449,05/22/2021,Confiscated,Owner Arrested,Return to Owner,Walk-In,05/23/2021,Saturday,Sunday
A060835,Brody,Dog,Neutered Male,5,,German Shepard,Black,839572345,05/24/2021,Foster,Over the Counter,Return to Owner,Microchip,05/24/2021,Monday,Monday
A060835,Brody,Dog,Neutered Male,5,,German Shepard,Black,839572345,05/24/2021,Stray,Over the Counter,Foster,FINDER,05/24/2021,Monday,Monday
A060835,Brody,Dog,Neutered Male,5,,German Shepard,Black,839572345,08/02/2023,Owner Surrendered,OTC APPT,Adoption,Walk-In,08/06/2023,Wednesday,Sunday
A060835,Brody,Dog,Neutered Male,5,,German Shepard,Black,839572345,07/29/2022,Stray,Over the Counter,Return to Owner,Walk-In,07/30/2022,Friday,Saturday
A060836,Princess Bibi,Cat,Spayed Female,2,,Domestic Longhair,Silver Tabby,981020023561760,09/24/2021,Foster,Over the Counter,Adoption,Walk-In,09/24/2021,Friday,Friday
A060836,Princess Bibi,Cat,Spayed Female,2,,Domestic Longhair,Silver Tabby,981020023561760,05/24/2021,Stray,Over the Counter,Foster,Adoption,05/30/2021,Monday,Sunday
A060836,Princess Bibi,Cat,Spayed Female,2,,Domestic Longhair,Silver Tabby,981020023561760,06/09/2021,Foster,Over the Counter,Foster,Adoption,06/09/2021,Wednesday,Wednesday
A060837,Bradford,Cat,Neutered Male,,1.5,Domestic Shorthair,Silver Tabby,981020023591908,06/14/2021,Foster,Over the Counter,Foster,Adoption,06/14/2021,Monday,Monday
A060837,Bradford,Cat,Neutered Male,,1.5,Domestic Shorthair,Silver Tabby,,05/24/2021,Stray,Over the Counter,Foster,Underage or Underweight,05/25/2021,Monday,Tuesday
A060837,Bradford,Cat,Neutered Male,,1.5,Domestic Shorthair,Silver Tabby,981020023591908,08/15/2021,Foster,Over the Counter,Adoption,Walk-In,08/15/2021,Sunday,Sunday
A060838,Ash,Cat,Neutered Male,,1.5,Domestic Shorthair,Gray,,05/24/2021,Stray,Over the Counter,Foster,Underage or Underweight,05/25/2021,Monday,Tuesday
A060838,Ash,Cat,Neutered Male,,1.5,Domestic Shorthair,Gray,981020023578947,07/14/2021,Foster,Over the Counter,Adoption,Walk-In,07/14/2021,Wednesday,Wednesday
A060838,Ash,Cat,Neutered Male,,1.5,Domestic Shorthair,Gray,981020023578947,06/14/2021,Foster,Over the Counter,Foster,Adoption,06/14/2021,Monday,Monday
A060854,Buddy,Dog,Neutered Male,1,,Bulldog,Black,981020039163654,06/09/2021,Foster,Over the Counter,Adoption,Walk-In,06/09/2021,Wednesday,Wednesday
A060854,Buddy,Dog,Neutered Male,1,,Bulldog,Black,981020039163654,05/24/2021,Stray,Animal Control,Foster,Adoption,06/02/2021,Monday,Wednesday
A060854,Buddy,Dog,Neutered Male,1,,Bulldog,Black,981020039163654,07/27/2022,Disposal Request of Deceased Pet,Over the Counter,Disposal of Deceased Pet,,07/27/2022,Wednesday,Wednesday
A060856,Princess Buttercup,Cat,Female,,1.2,Domestic Shorthair,Gray Tabby,981020037696804,07/12/2021,Foster,Over the Counter,Missing,While In Foster,07/12/2021,Monday,Monday
A060856,Princess Buttercup,Cat,Female,,1.2,Domestic Shorthair,Gray Tabby,,05/25/2021,Stray,Over the Counter,Foster,Underage or Underweight,05/25/2021,Tuesday,Tuesday
A060856,Princess Buttercup,Cat,Female,,1.2,Domestic Shorthair,Gray Tabby,981020037696804,06/08/2021,Foster,Over the Counter,Foster,Adoption,06/08/2021,Tuesday,Tuesday
A060868,Nugget,Cat,Spayed Female,,0.65,Domestic Shorthair,Tortie,,05/26/2021,Owner Surrendered,Over the Counter,Foster,Underage or Underweight,05/27/2021,Wednesday,Thursday
A060868,Nugget,Cat,Spayed Female,,0.65,Domestic Shorthair,Tortie,981020043117719,07/01/2021,Foster,Over the Counter,Foster,Adoption,07/01/2021,Thursday,Thursday
A060868,Nugget,Cat,Spayed Female,,0.65,Domestic Shorthair,Tortie,981020043117719,09/27/2021,Foster,Over the Counter,Adoption,Website Information,09/27/2021,Monday,Monday
A060870,Glenda,Cat,Spayed Female,1,,Domestic Shorthair,Gray Tabby,981020025474438,07/16/2021,Foster,Over the Counter,Adoption,,07/16/2021,Friday,Friday
A060870,Glenda,Cat,Spayed Female,1,,Domestic Shorthair,Gray Tabby,,05/26/2021,Stray,Over the Counter,Foster,Nursing,05/26/2021,Wednesday,Wednesday
A060870,Glenda,Cat,Spayed Female,1,,Domestic Shorthair,Gray Tabby,981020025474438,06/17/2021,Foster,Over the Counter,Foster,Adoption,06/23/2021,Thursday,Wednesday
A060872,,Cat,Neutered Male,,1.0,Domestic Shorthair,Black,981020025480462,05/26/2021,Stray,Over the Counter,Foster,Adoption,05/26/2021,Wednesday,Wednesday
A060872,,Cat,Neutered Male,,1.0,Domestic Shorthair,Black,981020025480462,08/16/2021,Foster,Over the Counter,Adoption,FINDER,08/16/2021,Monday,Monday
A060873,,Cat,Female,3,,Domestic Shorthair,Black,,05/26/2021,Stray,Animal Control,Euthanized,Vet Clinic,05/26/2021,Wednesday,Wednesday
A060880,,Cat,Female,2,,Domestic Shorthair,Torbie,,05/27/2021,Stray,Over the Counter,Euthanized,Vet Clinic,05/27/2021,Thursday,Thursday
A060882,Chico,Dog,Neutered Male,1,4.0,American Staffordshire,Black,982126060083118,05/27/2021,Stray,Over the Counter,Return to Owner,Microchip,06/01/2021,Thursday,Tuesday
A060882,Chico,Dog,Neutered Male,1,4.0,American Staffordshire,Black,982126060083118,06/22/2021,Foster,Over the Counter,Adoption,Walk-In,06/22/2021,Tuesday,Tuesday
A060882,Chico,Dog,Neutered Male,1,4.0,American Staffordshire,Black,982126060083118,06/01/2021,Owner Surrendered,Over the Counter,Foster,Adoption,06/02/2021,Tuesday,Wednesday
A060893,Benji,Dog,Male,3,,Pekingese,Tan,981020025502894,05/28/2021,Stray,Animal Control,Return to Owner,,05/29/2021,Friday,Saturday
A060894,Hardly,Dog,Female,3,,Australian Shepherd,Tricolor,900115000782551,05/28/2021,Confiscated,Owner Hospitalized,Return to Owner,,05/28/2021,Friday,Friday
A060899,Okina Mimi,Cat,Spayed Female,,0.85,Domestic Shorthair,Gray,,05/29/2021,Stray,Over the Counter,Foster,Underage or Underweight,05/29/2021,Saturday,Saturday
A060899,Okina Mimi,Cat,Spayed Female,,0.85,Domestic Shorthair,Gray,981020043084560,07/14/2021,Foster,Over the Counter,Foster,Adoption,07/14/2021,Wednesday,Wednesday
A060899,Okina Mimi,Cat,Spayed Female,,0.85,Domestic Shorthair,Gray,981020043084560,09/14/2021,Foster,Over the Counter,Adoption,Walk-In,09/14/2021,Tuesday,Tuesday
A060905,X,Dog,Neutered Male,,2.0,Chihuahua Short Hair,Black,,05/29/2021,Owner Surrendered,Over the Counter,Foster,Illness Minor,05/30/2021,Saturday,Sunday
A060905,X,Dog,Neutered Male,,2.0,Chihuahua Short Hair,Black,981020025541224,06/07/2021,Foster,Over the Counter,Foster,Adoption,06/07/2021,Monday,Monday
A060905,X,Dog,Neutered Male,,2.0,Chihuahua Short Hair,Black,981020025541224,06/09/2021,Foster,Over the Counter,Adoption,Walk-In,06/09/2021,Wednesday,Wednesday
A060906,Minerva,Cat,Spayed Female,1,,Domestic Shorthair,Brown Tabby,981020039173842,06/18/2021,Return,Over the Counter,Adoption,Walk-In,07/12/2021,Friday,Monday
A060906,Minerva,Cat,Spayed Female,1,,Domestic Shorthair,Brown Tabby,981020039173842,05/29/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,06/04/2021,Saturday,Friday
A060927,,Dog,Male,,3.0,Pit Bull,Blue Brindle,,06/01/2021,Stray,Animal Control,Disposal of Deceased Pet,,06/01/2021,Tuesday,Tuesday
A060928,Storm,Cat,Neutered Male,,1.5,Domestic Shorthair,Gray Tabby,,06/01/2021,Stray,Over the Counter,Foster,Underage or Underweight,06/04/2021,Tuesday,Friday
A060928,Storm,Cat,Neutered Male,,1.5,Domestic Shorthair,Gray Tabby,981020043090107,06/21/2021,Foster,Over the Counter,Foster,Adoption,06/23/2021,Monday,Wednesday
A060928,Storm,Cat,Neutered Male,,1.5,Domestic Shorthair,Gray Tabby,981020043090107,07/30/2021,Foster,Over the Counter,Adoption,,07/30/2021,Friday,Friday
A060931,Maro,Dog,Spayed Female,3,,Siberian Husky,Black,60649,06/01/2021,Stray,Animal Control,Foster,Adoption,07/02/2021,Tuesday,Friday
A060931,Maro,Dog,Spayed Female,3,,Siberian Husky,Black,981020041893906,07/22/2021,Foster,Over the Counter,Adoption,Walk-In,07/22/2021,Thursday,Thursday
A060932,Sylvester,Cat,Neutered Male,2,,Domestic Shorthair,Black,981020023677889,06/01/2021,Stray,Animal Control,Foster,Adoption,06/12/2021,Tuesday,Saturday
A060932,Sylvester,Cat,Neutered Male,2,,Domestic Shorthair,Black,981020023677889,06/23/2021,Foster,Over the Counter,Adoption,Walk-In,06/23/2021,Wednesday,Wednesday
A060933,Pushkin,Cat,Neutered Male,2,,Domestic Shorthair,Black,981020023684013,06/01/2021,Stray,Animal Control,Foster,Adoption,06/12/2021,Tuesday,Saturday
A060933,Pushkin,Cat,Neutered Male,2,,Domestic Shorthair,Black,981020023684013,07/13/2021,Foster,Over the Counter,Adoption,Walk-In,07/13/2021,Tuesday,Tuesday
A060934,,Dog,Neutered Male,,10.0,Pit Bull,Black,981020037684637,06/01/2021,Stray,Animal Control,Adoption,Walk-In,06/09/2021,Tuesday,Wednesday
A060940,,Cat,Neutered Male,3,,Domestic Shorthair,Orange Tabby,981020025522259,06/02/2021,Stray,Over the Counter,Adoption,Referral,06/08/2021,Wednesday,Tuesday
A060959,Bobbie,Cat,Spayed Female,1,,Domestic Shorthair,Buff,981020037668978,06/03/2021,Stray,Animal Control,Foster,Adoption,06/10/2021,Thursday,Thursday
A060959,Bobbie,Cat,Spayed Female,1,,Domestic Shorthair,Buff,981020037668978,06/16/2021,Foster,Over the Counter,Adoption,,06/24/2021,Wednesday,Thursday
A060964,Luna,Dog,Spayed Female,2,,American Bully,Black,981020023608702,06/04/2021,Owner Surrendered,Over the Counter,Return to Owner,Walk-In,06/06/2021,Friday,Sunday
A060965,Apollo,Dog,Neutered Male,4,,Pit Bull,Tan,981020023618832,06/03/2021,Stray,Animal Control,Foster,Adoption,06/16/2021,Thursday,Wednesday
A060965,Apollo,Dog,Neutered Male,4,,Pit Bull,Tan,981020023618832,07/01/2021,Foster,Over the Counter,Adoption,Walk-In,07/01/2021,Thursday,Thursday
A060966,Bliss,Dog,Female,3,,Pit Bull,Brown,6951551,06/03/2021,Confiscated,Animal Cruelty,Return to Owner,,06/08/2021,Thursday,Tuesday
A060972,Mouse,Cat,Spayed Female,,0.9,Domestic Shorthair,Brown Tabby,,06/04/2021,Stray,Over the Counter,Foster,Underage or Underweight,06/08/2021,Friday,Tuesday
A060972,Mouse,Cat,Spayed Female,,0.9,Domestic Shorthair,Brown Tabby,981020043126048,07/03/2021,Foster,Over the Counter,Foster,Adoption,07/11/2021,Saturday,Sunday
A060972,Mouse,Cat,Spayed Female,,0.9,Domestic Shorthair,Brown Tabby,981020043126048,12/11/2021,Foster,Over the Counter,Adoption,Walk-In,12/11/2021,Saturday,Saturday
A060973,Nubia,Cat,Spayed Female,,0.9,Domestic Shorthair,Black,981020043108843,09/08/2021,Foster,Over the Counter,Adoption,Walk-In,09/08/2021,Wednesday,Wednesday
A060973,Nubia,Cat,Spayed Female,,0.9,Domestic Shorthair,Black,981020043108843,07/03/2021,Foster,Over the Counter,Foster,Adoption,07/03/2021,Saturday,Saturday
A060973,Nubia,Cat,Spayed Female,,0.9,Domestic Shorthair,Black,,06/04/2021,Stray,Over the Counter,Foster,Underage or Underweight,06/08/2021,Friday,Tuesday
A060990,Abu,Dog,Male,3,,Pit Bull,Tan,,06/06/2021,Stray,Over the Counter,Return to Owner,Phone Call,06/06/2021,Sunday,Sunday
A060995,Bonnie,Cat,Spayed Female,7,,Domestic Shorthair,Brown Tabby,981020023579633,06/06/2021,Owner Surrendered,OTC APPT,Adoption,Walk-In,06/12/2021,Sunday,Saturday
A060996,Clyde,Cat,Neutered Male,7,,Domestic Shorthair,Brown Tabby,981020023646742,06/06/2021,Owner Surrendered,OTC APPT,Adoption,Walk-In,06/12/2021,Sunday,Saturday
A061012,Lola,Dog,Spayed Female,,6.0,Beagle,Tan,981020037213241,06/07/2021,Owner Surrendered,Over the Counter,Adoption,,06/10/2021,Monday,Thursday
A061013,Toast,Other,Neutered Male,,6.0,Rabbit Short Hair,White,,06/07/2021,Stray,Animal Control,Foster,Adoption,06/13/2021,Monday,Sunday
A061013,Toast,Other,Neutered Male,,6.0,Rabbit Short Hair,White,,07/01/2021,Foster,,Adoption,,07/01/2021,Thursday,Thursday
A061014,Elsa,Cat,Spayed Female,,1.5,Domestic Shorthair,Brown Tabby,981020043107679,06/24/2021,Foster,Over the Counter,Foster,Adoption,06/27/2021,Thursday,Sunday
A061014,Elsa,Cat,Spayed Female,,1.5,Domestic Shorthair,Brown Tabby,,06/07/2021,Stray,Animal Control,Foster,Underage or Underweight,06/08/2021,Monday,Tuesday
A061014,Elsa,Cat,Spayed Female,,1.5,Domestic Shorthair,Brown Tabby,981020043107679,02/21/2022,Foster,Over the Counter,Adoption,Walk-In,02/21/2022,Monday,Monday
A061015,Malone,Dog,Male,2,,Pit Bull,Tan,,06/07/2021,Stray,Over the Counter,Euthanized,Behavior Severe,06/23/2021,Monday,Wednesday
A061027,Cheesecake,Cat,Male,,1.1,Domestic Shorthair,Orange Tabby,,06/08/2021,Stray,Over the Counter,Foster,Underage or Underweight,06/10/2021,Tuesday,Thursday
A061027,Cheesecake,Cat,Male,,1.1,Domestic Shorthair,Orange Tabby,981020043088203,07/18/2021,Foster,Over the Counter,Foster,Adoption,07/28/2021,Sunday,Wednesday
A061027,Cheesecake,Cat,Male,,1.1,Domestic Shorthair,Orange Tabby,981020043088203,10/27/2021,Foster,Over the Counter,Missing,While In Foster,10/27/2021,Wednesday,Wednesday
A061027,Cheesecake,Cat,Male,,1.1,Domestic Shorthair,Orange Tabby,981020043088203,10/07/2022,Stray,Over the Counter,Transfer,Private Animal Shelter,10/07/2022,Friday,Friday
A061028,Paco,Cat,Neutered Male,,1.1,Domestic Shorthair,Orange Tabby,981020043117734,11/16/2021,Foster,Over the Counter,Adoption,Walk-In,11/16/2021,Tuesday,Tuesday
A061028,Paco,Cat,Neutered Male,,1.1,Domestic Shorthair,Orange Tabby,981020043117734,07/18/2021,Foster,Over the Counter,Foster,Adoption,07/28/2021,Sunday,Wednesday
A061028,Paco,Cat,Neutered Male,,1.1,Domestic Shorthair,Orange Tabby,,06/08/2021,Stray,Over the Counter,Foster,Underage or Underweight,06/10/2021,Tuesday,Thursday
A061029,Moxie,Cat,Neutered Male,,1.1,Domestic Shorthair,Brown Tabby,,06/08/2021,Stray,Over the Counter,Foster,Underage or Underweight,06/10/2021,Tuesday,Thursday
A061029,Moxie,Cat,Neutered Male,,1.1,Domestic Shorthair,Brown Tabby,981020043088264,07/18/2021,Foster,Over the Counter,Foster,Adoption,07/19/2021,Sunday,Monday
A061029,Moxie,Cat,Neutered Male,,1.1,Domestic Shorthair,Brown Tabby,981020043088264,09/08/2021,Foster,Over the Counter,Adoption,Walk-In,09/08/2021,Wednesday,Wednesday
A061030,,Cat,Female,,1.45,Domestic Shorthair,Gray Tabby,,06/08/2021,Stray,Over the Counter,Euthanized,Vet Clinic,06/08/2021,Tuesday,Tuesday
A061031,Flora,Cat,Female,,,Domestic Shorthair,Gray Tabby,,06/08/2021,Stray,Animal Control,Foster,Underage or Underweight,06/10/2021,Tuesday,Thursday
A061031,Flora,Cat,Female,,,Domestic Shorthair,Gray Tabby,981020043111898,06/23/2021,Foster,Over the Counter,Foster,Adoption,06/26/2021,Wednesday,Saturday
A061031,Flora,Cat,Female,,,Domestic Shorthair,Gray Tabby,981020043111898,09/28/2021,Foster,Over the Counter,Missing,While In Foster,09/28/2021,Tuesday,Tuesday
A061032,,Cat,Male,,,Domestic Shorthair,Gray,,06/09/2021,Stray,Over the Counter,Euthanized,Illness Severe,06/09/2021,Wednesday,Wednesday
A061033,Casper,Cat,Neutered Male,,2.25,Domestic Longhair,Gray,,06/09/2021,Stray,Over the Counter,Foster,Underage or Underweight,06/09/2021,Wednesday,Wednesday
A061033,Casper,Cat,Neutered Male,,2.25,Domestic Longhair,Gray,981020023624363,06/16/2021,Foster,Over the Counter,Foster,Adoption,06/16/2021,Wednesday,Wednesday
A061033,Casper,Cat,Neutered Male,,2.25,Domestic Longhair,Gray,981020023624363,07/12/2021,Foster,Over the Counter,Adoption,,07/12/2021,Monday,Monday
A061041,,Bird,Male,1,,Parakeet,Blue,,06/09/2021,Stray,Over the Counter,Unassisted Death,While In Kennel,06/10/2021,Wednesday,Thursday
A061046,Pancake,Cat,Neutered Male,3,,Domestic Shorthair,Orange Tabby,981020017865308,06/10/2021,Owner Surrendered,Over the Counter,Transfer,,07/10/2021,Thursday,Saturday
A061057,,Cat,Male,,0.75,Domestic Shorthair,Black,,06/11/2021,Stray,Over the Counter,Euthanized,Illness Severe,06/11/2021,Friday,Friday
A061058,Scruffles,Cat,Female,,0.75,Domestic Shorthair,Calico,,06/11/2021,Stray,Over the Counter,Foster,Underage or Underweight,06/11/2021,Friday,Friday
A061058,Scruffles,Cat,Female,,0.75,Domestic Shorthair,Calico,,06/12/2021,Foster,Over the Counter,Foster,Underage or Underweight,06/12/2021,Saturday,Saturday
A061058,Scruffles,Cat,Female,,0.75,Domestic Shorthair,Calico,,08/31/2021,Foster,Over the Counter,Disposal of Deceased Pet,,08/31/2021,Tuesday,Tuesday
A061072,Blue,Dog,Female,,0.7,Boxer,Fawn,,06/11/2021,Confiscated,Owner Arrested,Return to Owner,,06/15/2021,Friday,Tuesday
A061072,Blue,Dog,Female,,0.7,Boxer,Fawn,981020047890909,08/24/2022,Owner Surrendered,OTC APPT,Euthanized,Behavior Severe,11/16/2022,Wednesday,Wednesday
A061077,Brother Leo,Cat,Neutered Male,,0.75,Domestic Shorthair,Orange Tabby,,09/15/2021,Foster,Over the Counter,Foster,Adoption,09/15/2021,Wednesday,Wednesday
A061077,Brother Leo,Cat,Neutered Male,,0.75,Domestic Shorthair,Orange Tabby,,09/23/2021,Foster,Over the Counter,Adoption,Walk-In,09/23/2021,Thursday,Thursday
A061077,Brother Leo,Cat,Neutered Male,,0.75,Domestic Shorthair,Orange Tabby,,06/12/2021,Stray,Over the Counter,Foster,Underage or Underweight,06/12/2021,Saturday,Saturday
A061077,Brother Leo,Cat,Neutered Male,,0.75,Domestic Shorthair,Orange Tabby,,07/11/2021,Foster,Over the Counter,Foster,Underage or Underweight,07/12/2021,Sunday,Monday
A061078,,Cat,Spayed Female,1,,Domestic Shorthair,Brown Tabby,981020025478601,06/12/2021,Stray,Over the Counter,Transfer,Rescue Group,06/19/2021,Saturday,Saturday
A061079,Obie One Catnobie,Cat,Neutered Male,,1.8,Domestic Shorthair,Gray Tabby,,06/12/2021,Stray,Over the Counter,Foster,Underage or Underweight,06/12/2021,Saturday,Saturday
A061079,Obie One Catnobie,Cat,Neutered Male,,1.8,Domestic Shorthair,Gray Tabby,981020043048266,06/28/2021,Foster,Over the Counter,Foster,Adoption,06/28/2021,Monday,Monday
A061079,Obie One Catnobie,Cat,Neutered Male,,1.8,Domestic Shorthair,Gray Tabby,981020043048266,09/16/2021,Foster,Over the Counter,Adoption,Walk-In,09/16/2021,Thursday,Thursday
A061081,Ms. Boo,Cat,Spayed Female,1,,Domestic Shorthair,Tortie,,07/13/2021,Foster,Over the Counter,Foster,Nursing,07/13/2021,Tuesday,Tuesday
A061081,Ms. Boo,Cat,Spayed Female,1,,Domestic Shorthair,Tortie,,07/15/2021,Foster,Over the Counter,Foster,Nursing,07/15/2021,Thursday,Thursday
A061081,Ms. Boo,Cat,Spayed Female,1,,Domestic Shorthair,Tortie,981020045121860,08/05/2021,Foster,Over the Counter,Adoption,Walk-In,09/12/2021,Thursday,Sunday
A061081,Ms. Boo,Cat,Spayed Female,1,,Domestic Shorthair,Tortie,,06/12/2021,Stray,Over the Counter,Foster,Nursing,06/15/2021,Saturday,Tuesday
A061082,Chanel,Cat,Female,2,,Ragdoll,Seal Point,,06/12/2021,Stray,Over the Counter,Return to Owner,,06/12/2021,Saturday,Saturday
A061096,Saiorse,Cat,Spayed Female,,1.35,Domestic Shorthair,Gray Tabby,,06/13/2021,Stray,Over the Counter,Foster,Underage or Underweight,06/15/2021,Sunday,Tuesday
A061096,Saiorse,Cat,Spayed Female,,1.35,Domestic Shorthair,Gray Tabby,981020043120613,08/27/2021,Foster,Over the Counter,Adoption,Walk-In,08/27/2021,Friday,Friday
A061096,Saiorse,Cat,Spayed Female,,1.35,Domestic Shorthair,Gray Tabby,981020043120613,07/01/2021,Foster,Over the Counter,Foster,Adoption,07/01/2021,Thursday,Thursday
A061098,,Other,Unknown,,6.0,Raccoon,Black,,06/13/2021,Disposal Request of Deceased Pet,Animal Control,Disposal of Deceased Pet,,06/13/2021,Sunday,Sunday
